Year,NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-,Component1,Component2,Component3,Segment K-means PCA,Segment
2019,Russell Gage,ATL,WR,5.8,3.2,7.1,9.73,49,74,66.22,446,1,3.5,4.2,-0.7,-1.807407523119453,-0.23439267298401428,-1.8214218102888986,0,first
2016,Andrew Hawkins,CLE,WR,5.1,3.0,8.6,9.04,33,54,61.11,324,3,3.9,3.6,0.3,-2.0121149992700835,0.6120471574643435,-0.2835133345197181,0,first
2016,Jesse James,PIT,TE,5.3,3.5,7.1,7.57,39,60,65.0,338,3,3.4,4.0,-0.6,-2.209169175216071,-0.17775257308804707,-1.6956818306152448,0,first
2019,Jonnu Smith,TEN,TE,5.9,3.7,4.8,5.62,35,44,79.55,439,3,8.4,5.5,2.9,-2.873861800588575,-4.4476446149123365,1.8980567667684078,0,first
2019,T.J. Hockenson,DET,TE,5.8,2.3,8.0,8.85,32,59,54.24,367,2,6.4,6.1,0.3,-2.206818970426212,-0.42626489810985757,1.5115763225153749,0,first
2019,Ted Ginn,NO,WR,7.0,2.8,16.1,24.79,30,56,53.57,421,2,1.5,2.5,-1.0,-1.0865648054141797,3.569036257366458,-1.2295247963696052,1,second
2019,Phillip Dorsett,NE,WR,5.3,2.9,13.9,16.96,29,54,53.7,397,5,3.2,3.8,-0.6,-1.108200106509007,2.1146286610763894,-0.0859509217362509,1,second
2019,Mike Williams,LAC,WR,5.2,2.0,17.4,31.76,49,90,54.44,1001,2,4.8,4.9,-0.1,1.4696546783971651,1.9875084376310832,1.7338977521676868,1,second
2018,Tajae Sharpe,TEN,WR,6.2,3.0,11.3,16.54,26,47,55.32,316,2,3.4,3.4,0.0,-2.107984887729441,1.5998004231746306,-0.2358428926641946,1,second
2018,Kenny Stills,MIA,WR,6.2,2.4,16.4,29.41,37,64,57.81,553,6,3.7,2.9,0.7,0.43127041008971534,2.459560610321691,1.066281793651742,1,second
2018,Rob Gronkowski,NE,TE,6.1,2.6,12.0,19.97,47,72,65.28,682,3,4.6,4.6,0.1,-0.3594024963081416,0.2600804100427994,0.20455143653463434,1,second
2018,Michael Crabtree,BAL,WR,5.3,2.8,10.8,23.3,54,100,54.0,607,3,2.7,3.9,-1.2,0.26296698802667007,1.702103837948742,-1.2879180310093634,1,second
2019,Brandin Cooks,LAR,WR,6.2,3.1,13.8,20.97,42,72,58.33,583,2,4.1,5.1,-1.0,-0.9123462188689753,0.6723458125312253,-0.3980434418362955,1,second
2019,James Washington,PIT,WR,6.2,2.5,15.6,33.03,44,80,55.0,735,3,4.8,4.7,0.1,0.5594496576632048,1.3465582155234104,1.2797361098858564,1,second
2019,Trey Quinn,WAS,WR,6.6,2.6,7.1,9.41,26,47,55.32,198,1,2.5,3.2,-0.7,-2.8647174912969673,1.8913142870773936,-1.5303083502452597,1,second
2019,Demarcus Robinson,KC,WR,5.4,3.1,13.4,15.66,32,55,58.18,449,4,3.4,3.9,-0.5,-1.2761797002790483,1.453181575018739,-0.3256724368697243,1,second
2019,Marvin Jones,DET,WR,6.5,2.1,13.2,22.55,62,91,68.13,779,9,2.2,2.9,-0.7,1.6608447855572,1.9817034491738996,-1.4631501706101042,1,second
2019,Jarius Wright,CAR,WR,6.5,3.0,10.6,12.33,28,58,48.28,296,0,3.4,4.2,-0.8,-2.623349109059394,1.5989904162770245,-0.6262217923525407,1,second
2019,Chris Conley,JAX,WR,5.0,2.3,14.3,30.35,47,90,52.22,775,5,5.4,3.8,1.6,1.2932050518221734,1.3672478748376702,2.5843626164344955,1,second
2019,Tyrell Williams,OAK,WR,5.0,2.6,13.5,27.31,42,64,65.63,651,6,5.0,4.3,0.7,0.46292250927752443,0.5777865273732976,1.2653072458521963,1,second
2019,Adam Thielen,MIN,WR,6.4,3.0,12.7,17.98,30,48,62.5,418,6,4.2,4.5,-0.3,-1.3111600463463782,0.5851948602600221,-0.06364090210894785,1,second
2019,Darius Slayton,NYG,WR,4.8,2.2,14.5,25.54,48,84,57.14,740,8,4.0,3.9,0.0,1.4418053368806418,1.9315482215488267,0.8923021079197376,1,second
2019,Alshon Jeffery,PHI,WR,4.8,2.5,11.2,17.16,43,73,58.9,490,4,3.1,4.1,-1.0,-0.4347280081037249,1.75666213801889,-0.746833856680571,1,second
2019,Kelvin Harmon,WAS,WR,6.4,2.4,11.4,14.09,30,44,68.18,365,0,3.4,4.2,-0.7,-2.203348399865191,1.314343981817463,-0.8828495439918822,1,second
2019,Preston Williams,MIA,WR,4.5,2.1,14.3,16.17,32,60,53.33,428,3,2.4,2.8,-0.3,-0.6116289677429573,3.640508448040634,0.14258410345552963,1,second
2018,Robert Foster,BUF,WR,6.3,2.7,20.6,17.78,26,43,60.47,526,3,6.5,5.9,0.6,-1.3346692625149152,0.5479892379494422,2.7817976843095518,1,second
2018,Zay Jones,BUF,WR,6.2,2.8,12.7,25.93,56,102,54.9,652,7,2.6,2.7,-0.1,1.1158314421363746,1.9428812558350363,-0.7372871771094561,1,second
2019,Bisi Johnson,MIN,WR,6.5,2.5,10.6,14.07,31,45,68.89,294,3,2.0,2.5,-0.5,-1.7928598051083606,2.1287459543201765,-1.748905302290247,1,second
2018,Marvin Jones,DET,WR,4.0,2.2,15.2,23.65,35,62,56.45,508,5,3.1,2.3,0.8,0.390941672985042,3.304277973873259,1.1714049392439365,1,second
2019,Corey Davis,TEN,WR,7.2,2.7,12.3,22.32,43,69,62.32,601,2,4.9,3.4,1.5,-0.7487126252471518,0.417641988098565,0.9948176287390604,1,second
2018,Tre'Quan Smith,NO,WR,5.6,2.2,12.1,14.27,28,44,63.64,427,5,4.2,3.1,1.1,-1.0981581577478945,1.6012323507349584,1.0304358938413285,1,second
2019,Marquez Valdes-Scantling,GB,WR,5.7,2.6,16.6,19.46,26,56,46.43,452,2,5.9,5.0,0.9,-1.3145604925265422,1.4390861151927465,2.830920787238749,1,second
2018,Allen Robinson,CHI,WR,5.5,2.0,11.9,25.02,55,94,58.51,754,4,4.5,3.9,0.6,1.0022556977488233,1.3076558409095889,0.9616844638552282,1,second
2018,DeVante Parker,MIA,WR,5.1,2.5,11.9,15.67,24,47,51.06,306,1,4.5,4.5,0.0,-2.022985257603796,1.7459313820115152,1.0556452102593852,1,second
2019,Zay Jones,OAK,WR,5.9,3.0,11.2,15.95,27,45,60.0,216,0,2.9,3.3,-0.5,-2.4867649608590066,1.8087097225286908,-0.9655283707474365,1,second
2018,Doug Baldwin,SEA,WR,5.2,2.8,12.1,22.92,50,73,68.49,618,5,3.6,3.8,-0.2,0.2202967395040929,0.776828693200544,-0.5399511308567532,1,second
2018,Kelvin Benjamin,KC,WR,5.5,1.7,15.9,20.24,25,67,37.31,380,1,2.8,2.8,0.0,-0.8045818681626005,4.823848399230974,1.3584370639488699,1,second
2018,Josh Doctson,WAS,WR,5.6,2.4,14.3,26.8,44,78,56.41,532,2,3.3,3.6,-0.3,0.002270946787093894,2.3708554456091515,0.10643727655501223,1,second
2019,Golden Tate,NYG,WR,5.7,2.2,9.5,16.95,49,85,57.65,670,6,6.1,3.8,2.3,0.2735635450786865,-0.05996668634036956,2.3526426075514104,1,second
2018,Chad Williams,ARI,WR,5.4,1.9,13.2,15.34,17,46,36.96,171,1,0.9,1.4,-0.5,-1.8608388470372805,5.799565021518894,-0.23722471753774077,1,second
2019,Curtis Samuel,CAR,WR,5.8,2.6,14.5,30.58,54,105,51.43,627,6,2.9,3.4,-0.5,1.3356329766605057,2.40141805478213,-0.21579066920086704,1,second
2018,John Ross,CIN,WR,5.4,2.2,14.0,18.36,21,58,36.21,210,7,3.1,3.2,-0.1,-0.8786266345600807,3.910347412727996,1.2099066490051253,1,second
2018,Ricky Seals-Jones,ARI,TE,5.3,2.7,9.8,17.13,34,69,49.28,343,1,3.0,3.5,-0.5,-1.5160983718040892,2.1908191721529042,-0.47456341768720234,1,second
2019,Mike Gesicki,MIA,TE,5.8,2.6,10.4,17.34,51,89,57.3,570,5,3.9,3.4,0.5,0.0035912817960369946,1.0004771235213339,0.07477792297910164,1,second
2018,DaeSean Hamilton,DEN,WR,5.3,3.1,8.4,8.8,30,46,65.22,243,2,2.4,3.3,-0.9,-2.492903269771854,1.2510620847370517,-1.9542877126162896,1,second
2018,Michael Gallup,DAL,WR,5.3,2.7,14.0,23.78,33,68,48.53,507,2,5.5,5.5,0.0,-0.8522560739607156,1.0181859483991453,1.7782268735752205,1,second
2018,Benjamin Watson,NO,TE,5.2,2.6,9.9,12.16,35,46,76.09,400,2,3.0,4.0,-0.9,-1.7228024004197746,0.8425678548561121,-1.5944704619719148,1,second
2018,Cameron Brate,TB,TE,5.6,2.9,8.7,6.46,30,49,61.22,289,6,2.1,2.4,-0.3,-1.8358862554056887,1.8003813749974573,-1.5794651368769388,1,second
2018,Devin Funchess,CAR,WR,5.0,2.3,12.7,24.21,44,79,55.7,549,4,1.8,2.0,-0.2,0.4319792185880605,3.4129385861012387,-0.6764585084050916,1,second
2018,Antonio Callaway,CLE,WR,5.0,2.6,13.7,20.51,43,79,54.43,586,5,5.8,5.5,0.3,-0.031414051658816444,0.38617711974251306,1.811000545330664,1,second
2018,Donte Moncrief,JAX,WR,5.9,2.2,12.8,30.92,48,89,53.93,672,3,5.1,4.0,1.2,0.6830438640526331,1.252669338637501,1.8552633410202515,1,second
2019,Cameron Brate,TB,TE,5.4,2.6,7.2,6.18,36,55,65.45,311,4,2.8,3.1,-0.4,-1.8565053259966753,1.1843949739695205,-1.504838473499099,1,second
2019,Calvin Ridley,ATL,WR,7.4,2.9,13.5,23.32,63,93,67.74,866,7,2.3,3.5,-1.2,1.050729733343359,0.9800423875287494,-2.1903277015914915,1,second
2019,Auden Tate,CIN,WR,5.8,2.3,11.7,19.67,40,80,50.0,575,1,4.0,3.3,0.7,-0.5832107307644218,2.027537316810878,0.908727854983101,1,second
2018,Marquise Goodwin,SF,WR,5.8,3.0,14.2,15.89,23,44,52.27,395,4,5.9,4.1,1.8,-1.7192853577006897,0.6268896679810142,2.6278574942940267,1,second
2018,A.J. Green,CIN,WR,4.4,2.0,12.7,22.16,46,77,59.74,694,6,4.3,4.1,0.2,0.8630666918876313,1.6657625871770316,1.0281014081287352,1,second
2018,Antonio Gates,LAC,TE,4.4,2.5,8.8,9.81,28,45,62.22,333,2,4.5,3.5,1.1,-1.949493571717183,0.9371332637247141,0.8956594138427602,1,second
2019,Taylor Gabriel,CHI,WR,6.0,3.1,11.5,12.73,29,48,60.42,353,4,2.9,4.0,-1.1,-1.932013470893788,1.3204707870815617,-1.2979508861823235,1,second
2019,Hunter Henry,LAC,TE,5.5,2.6,10.2,15.78,55,76,72.37,652,5,3.3,4.0,-0.7,-0.011745712804266395,0.44377467747282706,-1.4141216693716943,1,second
2018,Courtland Sutton,DEN,WR,4.6,2.2,14.4,27.51,42,84,50.0,704,4,4.4,4.5,-0.1,0.7732707470769415,2.1364583801577277,1.4169847508287958,1,second
2019,Breshad Perriman,TB,WR,5.9,2.6,16.1,17.44,36,69,52.17,645,6,4.2,6.2,-2.0,-0.3705128960149201,1.4030598685191011,0.031245132907767665,1,second
2018,Zach Pascal,IND,WR,5.7,2.4,9.6,8.95,27,46,58.7,268,2,3.1,3.4,-0.3,-2.269400171817573,1.9377476233297495,-0.5864546288385569,1,second
2018,Josh Gordon,NE,WR,4.7,2.1,14.0,22.9,41,71,57.75,737,4,7.1,4.8,2.3,0.392968082639819,0.23733711313562872,3.805149682204272,1,second
2018,John Brown,BAL,WR,5.7,2.3,16.3,34.13,42,97,43.3,717,5,4.1,3.5,0.6,1.3549102108072602,2.818488405853313,1.854620874404056,1,second
2018,David Moore,SEA,WR,4.7,2.0,16.4,22.47,26,53,49.06,445,5,3.7,3.4,0.3,-0.20169111716123234,3.4865855134755894,1.7402348304286523,1,second
2018,Ryan Grant,IND,WR,5.7,2.6,9.5,10.05,35,52,67.31,334,1,2.7,3.4,-0.7,-2.0653826857949364,1.4517056479692239,-1.5440607922153409,1,second
2018,Mike Williams,LAC,WR,4.9,2.1,15.2,24.85,43,66,65.15,664,10,3.0,2.6,0.3,1.4380099951652565,2.5906567856927714,0.39297602007104115,1,second
2019,Tyler Eifert,CIN,TE,5.4,2.4,8.4,11.16,43,63,68.25,436,3,2.9,3.2,-0.3,-1.1658799660636565,1.2344339895616045,-1.300107910566555,1,second
2018,Jermaine Kearse,NYJ,WR,6.4,2.7,9.3,15.34,37,76,48.68,371,1,3.7,3.9,-0.2,-1.6862963870021208,1.4443593288485612,-0.24313326855394832,1,second
2019,Robby Anderson,NYJ,WR,4.3,2.2,15.3,36.73,52,96,54.17,779,5,3.8,4.0,-0.2,2.006043159343391,2.449731463768585,1.017861697143693,1,second
2016,Devin Funchess,CAR,WR,6.2,2.0,14.9,14.24,23,58,39.66,371,4,4.4,3.7,0.7,-1.2696408459646786,3.0459664608876547,2.144541179286309,1,second
2016,Dontrelle Inman,LAC,WR,6.2,2.8,11.4,21.63,58,97,59.79,810,4,3.7,4.5,-0.8,0.4714177152407913,0.5291817560420319,-0.878362253732462,1,second
2017,Bennie Fowler,DEN,WR,6.0,2.5,10.5,12.62,29,56,51.79,350,3,4.0,4.2,-0.2,-1.819187891098061,1.5376324578665772,0.24192081876535262,1,second
2017,Eric Decker,TEN,WR,6.0,2.6,9.7,18.77,54,83,65.06,563,1,2.6,3.1,-0.5,-0.5138742853996691,1.382157723869849,-1.610504510582657,1,second
2017,Paul Richardson,SEA,WR,5.9,2.4,15.1,22.25,44,80,55.0,703,6,3.3,3.1,0.2,0.6354694171971726,2.3427572561967733,0.44173226099033114,1,second
2016,Terrance Williams,DAL,WR,6.2,2.7,12.3,17.93,44,61,72.13,594,4,3.5,3.9,-0.3,-0.6147922250792465,0.6454775760433645,-0.8658019963503397,1,second
2017,Chris Hogan,NE,WR,5.9,2.7,13.2,14.81,34,59,57.63,439,5,5.3,5.1,0.3,-1.1707613874554939,0.40535283730177324,1.2261365751428344,1,second
2017,Jimmy Graham,SEA,TE,5.8,2.5,8.0,14.1,57,96,59.38,520,10,4.0,3.9,0.0,0.5348093857752776,0.336900795768796,-0.48217746366531616,1,second
2016,Brandon Marshall,NYJ,WR,4.4,2.2,13.6,33.23,59,128,46.09,788,3,3.0,4.7,-1.8,1.958458802158503,2.7625848137341307,-0.3760067128674155,1,second
2017,T.J. Jones,DET,WR,5.8,2.8,11.0,11.84,30,49,61.22,399,1,2.8,3.2,-0.4,-2.0503345150411905,1.7673836929248132,-0.9718914335841624,1,second
2017,Deonte Thompson,BUF,WR,5.8,2.5,15.1,25.8,38,69,55.07,557,2,3.0,3.8,-0.9,-0.3215691725348287,2.62027867947481,-0.2489988591512788,1,second
2017,Roger Lewis,NYG,WR,5.8,2.1,10.4,17.16,36,72,50.0,416,2,2.4,3.2,-0.8,-0.9703974319576769,3.019210953810697,-0.7382946731949552,1,second
2016,Nelson Agholor,PHI,WR,6.2,2.3,11.4,16.26,36,69,52.17,365,2,3.0,3.3,-0.3,-1.2478156106143297,2.47113353435391,-0.30832323445910104,1,second
2017,Jeremy Maclin,BAL,WR,5.7,2.3,9.6,18.6,40,72,55.56,440,3,3.1,2.8,0.3,-0.692068505233918,2.1170516198419578,-0.1859248960025662,1,second
2016,Robby Anderson,NYJ,WR,5.8,2.7,17.0,25.33,42,78,53.85,587,2,2.6,3.2,-0.7,-0.024859739654391016,2.9816224843024397,-0.2937434507250128,1,second
2017,Kenny Britt,NE,WR,5.7,2.3,12.1,9.73,20,43,46.51,256,2,4.2,3.6,0.6,-2.3326181354543833,2.3962050573485922,1.3538382835378053,1,second
2017,John Brown,ARI,WR,5.7,2.4,15.7,14.93,21,55,38.18,299,3,3.0,3.7,-0.7,-1.5957510466949871,3.776082207155625,0.7288322852094566,1,second
2016,Michael Floyd,NE,WR,5.8,2.4,15.6,17.82,37,76,48.68,488,5,1.7,3.2,-1.5,-0.22162545445023882,3.7257642827293287,-0.9839081928237586,1,second
2017,Will Fuller,HOU,WR,5.7,2.7,15.6,14.48,28,50,56.0,423,7,3.9,4.8,-0.8,-1.0009126022320278,1.6791581796709398,0.3636049075619858,1,second
2016,Torrey Smith,SF,WR,6.3,2.3,13.8,15.94,20,49,40.82,267,3,2.8,3.8,-1.0,-1.8673381592422098,3.5547948728170495,0.13773147680825923,1,second
2016,Seth Roberts,OAK,WR,4.7,2.5,9.3,14.5,38,77,49.35,397,5,5.3,4.6,0.7,-0.7765248185171826,0.716578106622749,1.525349159119549,1,second
2017,Martavis Bryant,PIT,WR,6.6,3.1,14.0,22.06,50,84,59.52,603,3,4.0,4.5,-0.5,-0.36903373070797274,0.618255198374435,-0.3964413017206794,1,second
2016,Jeremy Maclin,KC,WR,6.1,2.4,11.5,22.3,44,76,57.89,536,2,3.1,4.1,-1.0,-0.5210238884050089,1.81966539859437,-0.8519289871663049,1,second
2016,Tajae Sharpe,TEN,WR,6.4,2.1,13.8,23.42,41,83,49.4,522,2,2.1,2.5,-0.4,-0.12863131931867833,3.644293028936898,-0.4352989896451836,1,second
2017,Jordy Nelson,GB,WR,6.0,2.7,10.8,24.07,53,88,60.23,482,6,2.5,3.1,-0.7,0.33925325559515346,1.7210571928697156,-1.4074163638930424,1,second
2016,Dorial Green-Beckham,PHI,WR,6.1,2.6,10.7,16.33,36,74,48.65,392,2,4.0,4.5,-0.5,-1.4143143028356246,1.4798634838650024,0.07703959957629967,1,second
2017,Rishard Matthews,TEN,WR,6.8,2.6,11.7,23.68,53,87,60.92,795,4,5.2,3.9,1.3,0.35902823703636505,0.026078510359980687,1.0806353865487544,1,second
2017,Jaron Brown,ARI,WR,6.6,2.4,15.3,18.32,31,69,44.93,477,4,3.3,3.0,0.3,-0.7282134161556163,3.032386892223124,0.8415120249609587,1,second
2016,Victor Cruz,NYG,WR,5.9,2.3,12.1,17.73,39,72,54.17,586,1,5.0,4.4,0.7,-0.8918708449277494,1.0855626521354549,1.365997350832587,1,second
2017,Ricardo Louis,CLE,WR,6.5,2.4,13.8,15.66,27,61,44.26,357,0,3.6,4.5,-0.9,-1.98555806191494,2.6181587564168534,0.2707349452150759,1,second
2016,Will Fuller,HOU,WR,6.0,2.5,16.3,27.55,47,92,51.09,630,2,4.4,3.8,0.6,0.38026960974785473,1.9843895331677208,1.4068587426438999,1,second
2017,Chris Godwin,TB,WR,6.5,2.2,12.3,11.22,34,55,61.82,525,1,5.5,3.4,2.1,-1.570826577067781,0.7342268435658128,1.9980131297354935,1,second
2017,Aldrick Robinson,SF,WR,6.9,2.7,12.2,12.0,19,48,39.58,260,2,2.2,2.4,-0.2,-2.4560283010416355,3.526119421360799,-0.2834942572129392,1,second
2016,John Brown,ARI,WR,6.0,3.0,14.8,16.26,39,73,53.42,517,2,2.5,3.0,-0.4,-0.9487607709712941,2.4086947439101496,-0.6355288438195597,1,second
2017,DeSean Jackson,TB,WR,7.2,2.7,15.8,23.48,50,90,55.56,668,3,4.0,4.5,-0.5,0.007590164819514234,1.2960790229477672,0.03232430046340438,1,second
2017,Dontrelle Inman,CHI,WR,6.3,2.0,13.1,12.12,25,44,56.82,344,1,1.9,2.7,-0.9,-1.9133968132143493,3.6309062463756585,-0.9921970655235031,1,second
2017,J.J. Nelson,ARI,WR,6.3,2.3,18.1,19.18,29,61,47.54,508,2,2.4,2.9,-0.6,-0.8046010791329857,4.027004419483325,0.20595133808056465,1,second
2017,Cole Beasley,DAL,WR,6.3,2.4,7.7,11.71,36,63,57.14,314,4,3.4,3.4,0.1,-1.5944176777819643,1.3191710127505485,-0.5349289757404964,1,second
2017,Josh Bellamy,CHI,WR,6.2,2.8,13.0,17.22,24,46,52.17,376,1,5.0,3.8,1.1,-2.0637002564122624,1.2622670912252756,1.6106317263076648,1,second
2017,Torrey Smith,PHI,WR,7.4,2.3,12.7,16.33,36,68,52.94,430,2,3.8,4.0,-0.2,-1.3997577636953922,1.8221817145745323,0.08291617887147613,1,second
2017,Dede Westbrook,JAX,WR,6.2,3.0,11.1,14.08,27,51,52.94,339,1,4.4,4.5,-0.1,-2.388553836730804,0.8912680359145823,0.28258863214896485,1,second
2017,Mike Wallace,BAL,WR,6.2,2.6,13.0,32.26,52,92,56.52,748,4,3.6,3.8,-0.2,0.9331572699868307,1.5166719753875362,-0.04121061893230694,1,second
2017,Tyler Higbee,LAR,TE,6.2,2.6,10.0,10.96,25,45,55.56,295,1,3.6,3.0,0.6,-2.4489149508110466,1.7429738462579418,0.1497000917992417,1,second
2017,Kenny Stills,MIA,WR,6.2,2.7,14.6,32.38,58,105,55.24,847,6,3.2,3.6,-0.4,1.7122617100885151,1.7523730790533296,-0.2579550107512591,1,second
2016,Antonio Gates,LAC,TE,6.0,2.8,8.8,15.99,53,93,56.99,548,7,3.6,4.0,-0.4,0.004377752907670388,0.5494998479344898,-0.8558626897525583,1,second
2016,Marvin Jones,DET,WR,3.8,2.0,14.7,31.96,55,103,53.4,930,4,4.3,3.8,0.5,2.191822225691598,2.2776436890674523,1.687350336569826,1,second
2017,Marquise Goodwin,SF,WR,6.1,2.2,15.1,32.44,56,105,53.33,962,2,3.9,3.8,0.1,1.5339728301848115,2.0390549725602916,0.7447502390947122,1,second
2017,Corey Davis,TEN,WR,6.1,2.7,11.4,17.28,34,65,52.31,375,0,3.2,3.9,-0.7,-1.7582276184358263,1.9670389290417511,-0.5543679329184099,1,second
2016,Breshad Perriman,BAL,WR,5.7,2.4,14.9,18.67,33,66,50.0,499,3,5.2,4.6,0.6,-0.8138775172843269,1.5394131086654057,1.970878149090435,1,second
2017,Donte Moncrief,IND,WR,5.6,2.2,14.1,17.79,26,47,55.32,391,2,3.2,3.0,0.2,-1.304202801041444,2.9706049201240057,0.5706959379875374,1,second
2017,Stephen Anderson,HOU,TE,5.0,2.3,9.8,9.48,25,52,48.08,342,1,4.3,4.5,-0.2,-2.1927645817283605,1.8062134198670532,0.7505385757063716,1,second
2016,Sammie Coates,PIT,WR,6.8,2.5,22.0,19.28,21,49,42.86,435,2,5.7,6.3,-0.5,-1.5978705363626142,2.1413667549319944,2.6723681009828373,1,second
2017,Kamar Aiken,IND,WR,5.0,2.1,10.1,11.92,15,44,34.09,133,0,3.2,3.9,-0.6,-2.72101001206509,3.676632738238755,0.7525299760669885,1,second
2016,Ted Ginn,CAR,WR,6.8,3.0,13.4,20.93,54,95,56.84,752,4,3.4,4.1,-0.7,0.17487873489841307,0.9530310387523282,-0.8467537679677584,1,second
2017,Josh Doctson,WAS,WR,5.0,2.2,14.2,26.31,35,78,44.87,502,6,4.0,3.6,0.4,0.4474801858733027,2.807502306245994,1.6267490835633962,1,second
2017,David Njoku,CLE,TE,5.0,2.6,9.7,10.88,32,60,53.33,386,4,5.3,4.8,0.5,-1.5468304459083748,0.48829137318931176,1.2656869992042243,1,second
2016,Chris Conley,KC,WR,7.1,2.9,10.6,18.68,44,69,63.77,530,0,3.0,4.0,-1.0,-1.4875360297663167,0.8973965216902029,-1.7123355971554057,1,second
2017,Michael Crabtree,OAK,WR,5.0,2.2,10.7,23.9,58,101,57.43,618,8,3.5,3.4,0.1,1.442376975253499,1.6347939978671082,0.04145869923129359,1,second
2016,Dez Bryant,DAL,WR,5.2,1.8,15.5,35.41,50,96,52.08,796,8,2.7,3.5,-0.8,2.3818144304622964,3.430420673603927,0.2742581625656473,1,second
2017,Jason Witten,DAL,TE,4.8,2.5,7.4,15.66,63,87,72.41,560,5,1.8,2.8,-1.0,0.3204116892774366,1.2626231244557697,-2.648794253149444,1,second
2017,Sammy Watkins,LAR,WR,4.8,2.5,14.4,24.67,39,70,55.71,593,8,5.2,4.7,0.4,0.5840342705361784,1.086804473124597,1.7767555925970786,1,second
2017,Cameron Brate,TB,TE,5.6,2.7,9.3,11.91,48,77,62.34,591,6,3.7,4.0,-0.3,-0.4234169680215191,0.5014514738850917,-0.7398686823242743,1,second
2017,Antonio Gates,LAC,TE,4.7,2.6,8.6,9.36,30,52,57.69,316,3,3.2,3.3,-0.2,-1.8348031711877915,1.7189339070241154,-0.5030139032915242,1,second
2016,Phillip Dorsett,IND,WR,7.1,2.9,13.8,15.6,33,59,55.93,528,2,4.3,4.7,-0.3,-1.6703519373459317,0.8662626352014989,0.160209645639873,1,second
2016,Sammy Watkins,BUF,WR,5.6,2.5,15.1,16.64,28,52,53.85,430,2,1.1,3.0,-1.9,-1.2710892123703819,3.958573526153968,-1.6759269476229877,1,second
2016,Cameron Brate,TB,TE,5.3,2.5,10.2,13.56,57,81,70.37,660,8,2.6,3.4,-0.8,0.542526629310529,1.0184082309738303,-1.7153039364945462,1,second
2018,DeSean Jackson,TB,WR,7.3,2.7,19.1,21.43,41,74,55.41,774,4,4.6,4.5,0.0,-0.05817969720866677,1.439992610716737,1.074032402307878,1,second
2018,Curtis Samuel,CAR,WR,6.7,2.4,12.2,19.14,39,65,60.0,494,5,2.9,3.5,-0.6,-0.5958554146878178,1.9271868884456238,-0.8031722916344819,1,second
2018,Keelan Cole,JAX,WR,6.6,2.9,9.7,18.35,38,70,54.29,491,1,3.9,4.5,-0.6,-1.5678752579057837,0.7721244804047346,-0.5807329440837458,1,second
2016,C.J. Fiedorowicz,HOU,TE,5.4,2.3,7.3,11.97,54,89,60.67,559,4,3.8,4.0,-0.2,-0.35294946590257037,0.6503675160152915,-0.6796081513123557,1,second
2018,Kendrick Bourne,SF,WR,6.5,2.8,9.1,15.4,42,67,62.69,487,4,3.6,3.7,0.0,-1.1268802721475009,0.5530300346097147,-0.7813851723798907,1,second
2016,Coby Fleener,NO,TE,5.4,2.5,9.9,15.81,50,81,61.73,631,3,4.1,4.8,-0.6,-0.41524252179884247,0.5069335498871409,-0.4435164081600651,1,second
2018,Robby Anderson,NYJ,WR,6.4,2.3,16.5,33.56,50,94,53.19,752,6,3.6,3.9,-0.3,1.497562503841939,2.339210099705089,0.5764467149308931,1,second
2016,Corey Coleman,CLE,WR,5.6,2.8,15.2,21.65,33,73,45.21,413,3,2.8,3.2,-0.4,-0.6998825743021558,3.082256375003471,0.17810717120675473,1,second
2016,Kamar Aiken,BAL,WR,5.2,3.4,12.1,11.54,29,50,58.0,328,1,3.5,4.7,-1.1,-2.4262568019245947,0.9314433560241588,-0.8410250349063021,1,second
2016,J.J. Nelson,ARI,WR,5.9,2.9,18.3,20.38,34,74,45.95,568,6,4.8,3.6,1.2,-0.07760586995391253,1.9616774110416246,2.3149623350673147,1,second
2016,Donte Moncrief,IND,WR,5.7,2.4,11.1,11.84,30,56,53.57,307,7,2.5,2.7,-0.1,-1.0646197371317168,2.6520621065623637,-0.40047474284087997,1,second
2016,Alshon Jeffery,CHI,WR,4.9,2.2,14.1,25.16,52,94,55.32,821,2,3.7,3.5,0.2,0.9547194384784553,2.2051598425505103,0.69830383240635,1,second
2016,Kenny Stills,MIA,WR,6.5,2.5,15.3,31.58,42,81,51.85,726,9,4.2,3.8,0.4,1.270599860708423,1.7667848172363083,1.203718851639981,1,second
2016,Jermaine Kearse,SEA,WR,5.6,2.4,13.2,22.83,41,89,46.07,510,1,3.3,4.2,-0.9,-0.4189662501821076,2.5889153330250707,0.02108196284448802,1,second
2017,Zay Jones,BUF,WR,5.3,2.7,13.0,23.83,27,74,36.49,316,2,2.9,4.1,-1.2,-1.1146777101607275,3.28631636127108,0.10831930218344568,1,second
2016,Garrett Celek,SF,TE,4.9,2.6,9.6,11.27,29,50,58.0,350,3,4.2,4.3,-0.1,-1.829979967406009,1.0666046944432022,0.2282833623248534,1,second
2017,Corey Coleman,CLE,WR,5.3,2.3,14.7,15.86,23,58,39.66,305,2,1.4,1.8,-0.4,-1.3171736813453225,4.974191045679767,-0.0945539812987683,1,second
